Johnson & Johnson Medical GmbH	Robert Koch Strasse 1, D 22851 Norderstedt, Germany	QSD5057		DE	英商壯生和壯生(香港)股份有限公司台灣分公司	Y	2015-12-03	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Albumin Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Alkaline Phosphatase or Isoenzymes Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Amylase Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Asparate Amino Transferase (AST/SGOT) Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Bilirubin (Total Or Direct) Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Bicarbonate/Carbon Dioxide Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Cholesterol (Total) Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Creatine Phosphokinase/Creatine Kinase or Isoenzymes Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Creatinine Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Glucose Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Gamma-Glutamyl Transpeptidase and Isoenzymes Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Lactate dehydrogenase test system	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Lipoprotein Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Magnesium Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Total Protein Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Triglyceride Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Urea Nitrogen Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Uric Acid Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Red Cell Lysing Reagent	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Transferrin Immunological Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Iron-Binding Capacity Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Blood Cell Diluent	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Thyroid Stimulating Hormone Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Calibrators	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Ferritin Immunological Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Follicle-Stimulating Hormone Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Luteinizing Hormone Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Prolactin (Lactogen) Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Free Thyroxine Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Estradiol Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Vitamin B12 Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Human Chorionic Gonadotropin (HCG) Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Tumor-Associated Antigen Immunological Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Myoglobin Immunological Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Total Triiodothyronine Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Beckman Coulter Ireland Inc.	Mervue Business Park, Galway, Ireland	QSD1584	Folic Acid Test System	IE	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-04-08	
Asahi Roentgen Ind. Co., Ltd.	376-3Tsukiyama-cho, Kuze, Minami-ku, Kyoto City 601-8203, Japan	QSD1588	Intraoral Source X-ray System	JP	總達成貿易有限公司	Y	2017-04-12	
Asahi Roentgen Ind. Co., Ltd.	376-3Tsukiyama-cho, Kuze, Minami-ku, Kyoto City 601-8203, Japan	QSD1588	Extraoral Source X-ray System	JP	總達成貿易有限公司	Y	2017-04-12	
Asahi Roentgen Ind. Co., Ltd.	376-3Tsukiyama-cho, Kuze, Minami-ku, Kyoto City 601-8203, Japan	QSD1588	Computed Tomography X-ray System	JP	總達成貿易有限公司	Y	2017-04-12	
Medical Chemical Corporation	19430 Van Ness Ave., Torrance CA90501, U.S.A.	QSD1593	Wavicide等乙項。	US	宏友開發有限公司	Y	2017-04-21	
B. Braun Medical, Inc.	901 Marcon Blvd., Allentown, PA 18109, U.S.A.	QSD1597	Angiographic Injector and Syringe	US	台灣柏朗股份有限公司	Y	2017-04-12	
B. Braun Medical, Inc.	901 Marcon Blvd., Allentown, PA 18109, U.S.A.	QSD1597	Intravascular Administration Set等2項。	US	台灣柏朗股份有限公司	Y	2017-04-12	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Biopsy Forceps	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Reusable Biopsy Forceps (non-sterile)	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Cytology Brush	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Cleaning Brush(non-sterile)	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Biopsy Valves(non-sterile)	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Overtubes(non-sterile)	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Hot Biopsy Forceps	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Reusable Hot Biopsy Forceps(non-sterile)	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Polypectomy Snare	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Grasping Device(non-sterile)	US	禾新醫療儀器有限公司	Y	2017-04-15	
US Endoscopy Group, Inc.	5976 Heisley Road, Mentor, Ohio 44060, U.S.A.	QSD1605	Gastrointestinal Tube and Accessories, 12.Net Retrievers(non-sterile)等12項。	US	禾新醫療儀器有限公司	Y	2017-04-15	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Cytomegalovirus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Epstein-Barr virus serological reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Herpes Simplex Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Rubella Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Toxoplasma gondii Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Treponema Pallidum Treponemal Test Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Varicella-Zoster Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	West Nile Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Antimitochondrial Antibody Immunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Antinuclear Antibody Immunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Antismooth Muscle Antibody Immunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Multiple Autoantibodies Immunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Rheumatoid Factor Immunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Systemic Lupus Erythematosus Immunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Thyroid Autoantibody Immunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Chlamydia Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Adenovirus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Bordetella Spp. Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Brucella Spp. Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Coxsackievirus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Influenza Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Mycoplasma Spp. Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Mumps Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Parainfluenza Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Respiratory Syncytial Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Rubeola (measles) Virus Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	ß-2-glycoproteinⅠImmunological Test System	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Haemophilus Spp. Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Euroimmun Medizinische Labordiagnostika AG	Seekamp 31 D-23560 Luebeck Germany	QSD1618	Helicobacter Spp. Serological Reagents	DE	協克企業有限公司	Y	2017-04-25	
Haag-Streit AG	Gartenstadtstrasse 10, 3098 Koeniz, Switzerland	QSD1620	AC-powered Slitlamp Biomicroscope with Accessories	CH	科林儀器股份有限公司	Y	2017-04-28	
Haag-Streit AG	Gartenstadtstrasse 10, 3098 Koeniz, Switzerland	QSD1620	Perimeter with Accessories	CH	科林儀器股份有限公司	Y	2017-04-28	
Haag-Streit AG	Gartenstadtstrasse 10, 3098 Koeniz, Switzerland	QSD1620	Tonometer with Accessories	CH	科林儀器股份有限公司	Y	2017-04-28	
Haag-Streit AG	Gartenstadtstrasse 10, 3098 Koeniz, Switzerland	QSD1620	Diagnostic Condensing Lens	CH	科林儀器股份有限公司	Y	2017-04-28	
Haag-Streit AG	Gartenstadtstrasse 10, 3098 Koeniz, Switzerland	QSD1620	Fluorescein Paper	CH	科林儀器股份有限公司	Y	2017-04-28	
Haag-Streit AG	Gartenstadtstrasse 10, 3098 Koeniz, Switzerland	QSD1620	Ophthalmic Camera等6項。	CH	科林儀器股份有限公司	Y	2017-04-28	
Surgi Supplies International Pty Ltd	Unit 3, 29 Macquarie Drive, Thomastown, Victoria 3047, Australia	QSD1629	“Surgi Strip”Skin Closures(Sterile)	AU	一協紀股份有限公司	Y	2017-10-29	
PHYSIOMED Elektromedizin AG	Hutweide 10 D-91220 Schnaittach/Laipersdorf, Germany	QSD1637	Ultrasound and Muscle Strimulator	DE	信強儀器有限公司	Y	2017-05-04	
PHYSIOMED Elektromedizin AG	Hutweide 10 D-91220 Schnaittach/Laipersdorf, Germany	QSD1637	Transcutaneous Electrical Nerve Stimulator for Pain Relief	DE	信強儀器有限公司	Y	2017-05-04	
PHYSIOMED Elektromedizin AG	Hutweide 10 D-91220 Schnaittach/Laipersdorf, Germany	QSD1637	Ultrasonic Diathermy	DE	信強儀器有限公司	Y	2017-05-04	
PHYSIOMED Elektromedizin AG	Hutweide 10 D-91220 Schnaittach/Laipersdorf, Germany	QSD1637	Laser Surgical Instrument for Use in General and Plastic Surgery and in Dermatology	DE	信強儀器有限公司	Y	2017-05-04	
ELEKTA Instrument AB	Kungstensgatan 18, SE-103 93 Stockholm, Sweden	QSD1643	Radio Frequency Lesion Generator	SE	美麗康國際有限公司	Y	2017-05-03	
ELEKTA Instrument AB	Kungstensgatan 18, SE-103 93 Stockholm, Sweden	QSD1643	Stereotaxic Instrument	SE	美麗康國際有限公司	Y	2017-05-03	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiovascular Surgical Instruments	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiovascular Surgical Instruments	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Manual Surgical Instrument for General Use	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Manual Surgical Instrument for General Use	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Accessory Equipment	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Accessory Equipment	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Jet Lavage	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Jet Lavage	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Defoamer	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Defoamer	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Roller-type Cardiopulmonary Bypass Blood Pump	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Roller-type Cardiopulmonary Bypass Blood Pump	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Nonroller-type Cardiopulmonary Bypass Blood Pump	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Nonroller-type Cardiopulmonary Bypass Blood Pump	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Vascular Catheter, Cannula, or Tubing	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Vascular Catheter, Cannula, or Tubing	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Adaptor, Stopcock, Manifold, or Fitting	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Adaptor, Stopcock, Manifold, or Fitting	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Arterial Line Blood Filter	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass Arterial Line Blood Filter	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass On-line Blood Gas Monitor	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
Medtronic Perfusion Systems	7611 Northland Drive, Minneapolis, MN 55428, USA	QSD1656	Cardiopulmonary Bypass On-line Blood Gas Monitor	US	美敦力醫療產品股份有限公司	Y	2017-05-09	
